"user","id","title","text","tags","time"
71111,195,Первый раз чифом,"&lt;p&gt;&lt;a href=&quot;http://vk.com/typical_seamen&quot;&gt;vk.com/typical_seamen&lt;/a&gt;&lt;br /&gt; Доброго времени суток, есть такой вопрос к бывалым морякам.&lt;br /&gt;Ситуация такая, сел на подмену 2 помощником капитана с последующим повышением в должности на этом судне. Нужна помощь-подскажите на что обратить внимание, что законспектировать, с чем лишний раз достать а пока есть такая возможность. Заранее большое спасибо.&lt;/p&gt;
&lt;p&gt;&lt;br /&gt;Анонимно пожалуйста.&lt;br /&gt;&lt;br /&gt;&lt;/p&gt;","typical_seamen,sc_blog,typical_seamen,questions,anonym,sc_link,chief,promotion,chief_start,старпом,первый_раз_чифом,chief,2_nd_officer",1463916979
71107,196,Что скачать в рейс?,"&lt;p&gt;Завтра - после завтра посадка на параход!&lt;/p&gt;
&lt;p&gt;Посоветуйте, что скачать из фильмов, сериалов и обучающей литературы английский и штурманам&lt;/p&gt;","фильмы,сериалы,досуг,досуг_моряка,film,tv_series,leisure",1463933481
22114,197,Таможня,"&lt;p&gt;&lt;a href=&quot;http://vk.com/dafss&quot;&gt;vk.com/dafss&lt;/a&gt;&lt;br /&gt; &lt;br /&gt;Вот такой вопрос. Решил взять с собой в рейс гитару. Кто возил, были ли проблемы с тем, чтобы взять рюкзак с ноутом и прочим + кофр с гитарой в салон самолета. О сдаче ее в багаж речь не идет. Заранее спасибо.&lt;/p&gt;","typical_seamen,sc_blog,seacontactcomexstream,questions,guitar,entertaiment,customs",1464006919
71111,198,Daphne Shipping Agency,"&lt;p&gt;&lt;a href=&quot;http://vk.com/akrossssambuca&quot;&gt;vk.com/akrossssambuca&lt;/a&gt;&lt;br /&gt; &lt;br /&gt;Привет!) Кто работал в дафни шиппинг (DAPHNE SHIPPING AGENCY, LLC), расскажите, что да как там. Читала не очень позитивные отзывы на форумах, но они старые. Хотелось бы узнать более новую инфу от знающих людей. Парень делает документы и все за свой счет, и визу тоже не покрывают. Вообще переживаю за него, вот и прошу вас поделится впечатлениями и знаниями об обстановке. Запостите пожалуйста!)))&lt;/p&gt;","seacontactcomtypical_seamen,typical_seamen,sc_blog,questions,daphne_shipping,crewing,отзывы_о_крюинге,review_crewing,recall,crewing_info",1463954607
71111,199,Обязанности моториста,&lt;p&gt;&lt;a href=&quot;http://vk.com/sabanchuk&quot;&gt;vk.com/sabanchuk&lt;/a&gt;&lt;br /&gt; &lt;br /&gt;Админ выложи пожалуйста! Делаю себе документы моториста опыта нет. В чем заключается их работа на судне ?&lt;/p&gt;,"seacontactcomtypical_seamen,typical_seamen,sc_blog,questions,motorman,моторист,обязаннности_моториста,duties_motorman",1463928750
71111,200,Димлом,"&lt;p&gt;&lt;a href=&quot;http://vk.com/akrossssambuca&quot;&gt;vk.com/akrossssambuca&lt;/a&gt;&lt;br /&gt; Доброе время суток, Моряки!!!! Я студент пятого курса! Пишу дипломку на тему &quot;Радиолокационная станция Furuno.Обеспечение безопасности мореплавания!&quot; Был бы рад если бы вы выслали или опубликовали материалы по этой теме! Заранее спасибо! &lt;br /&gt;7 футов под килем, и попутного ветра!&lt;br /&gt;&lt;br /&gt;&lt;/p&gt;","seacontactcomtypical_seamen,typical_seamen,sc_blog,questions,student_sailor,furuno,radar_station,радиолокационная_станция,typical_seamen",1463862860
71111,201,Людей с диабетом берут на работу на флот?,"&lt;p style=&quot;text-align: left;&quot;&gt;&lt;a href=&quot;http://vk.com/typical_seamen&quot;&gt;vk.com/typical_seamen&lt;/a&gt;&lt;br /&gt; Здраствуйте, хотел бы задать такой вопрос :&lt;br /&gt;Людей с диабетом берут на работу на флот?&lt;br /&gt;&lt;br /&gt;Пожалуйста анонимно.&lt;br /&gt;&lt;br /&gt;&lt;/p&gt;","seacontactcomtypical_seamen,sc_blog,typical_seaman,questions,health,диабет,здоровье,медкомиссия,diabets,medical_board",1464030922
71113,202,Замеры температуры в трюмах,"&lt;p&gt;&lt;a href=&quot;http://vk.com/id11985516&quot;&gt;vk.com/id11985516&lt;/a&gt;&lt;br /&gt; Господа моряки, доброго времени суток всем! Выручайте! Если у кого есть форма по замеру температур в трюмах для перевозки зерна, скиньте пожалуйста. Заранее спасибо! Всем хорошего контракта и 7 футов под килем! Админу respect!&lt;br /&gt;&lt;br /&gt;&lt;/p&gt;","questions,grain,temperature_measurement_tables,температура_в_трюме,temperature_in_the_hold,hold,corn_hold",1464054712
71111,203,Аптечка моряка,"&lt;p&gt;&lt;a href=&quot;http://vk.com/typical_seamen&quot;&gt;vk.com/typical_seamen&lt;/a&gt;&lt;br /&gt; Вопрос по лекарствам. Через пару дней лечу на пароход, собираю свою мини-аптечку :) Лечу в Сингапур. Подскажите, есть ли какие-то лекарства, которые там запрещены, и что лучше не брать с собой из вещей и еды. И вообще как в других странах с лекарствами, собираюсь брать парацетамол, цитрамон, линекс, витаминки всякие и еще по мелочи. Знаю что на судно со своим нельзя, но тем не менее. Заранее большое спасибо! :)&lt;br /&gt;Админ, прошу опубликовать, т.к. переживаю чтоб не попасть с этим. Пожалуйста, анонимно. Спасибо ;)&lt;br /&gt;&lt;br /&gt;&lt;br /&gt;&lt;br /&gt;&lt;/p&gt;","аптечка,лекарства_в_рейс,typical_seamen,аптечка_моряка,first_aid,safety_first,медикаменты_в_рейс,medicines,запрещенные_лекарства,illegal_medicines,questions",1464096654
71111,204,Диплом 3-го механика,"&lt;p&gt;&lt;a href=&quot;http://vk.com/typical_seamen&quot;&gt;vk.com/typical_seamen&lt;/a&gt;&lt;br /&gt; Добрый день мореманы.Подскажите пожалуйста,кто в ближайщие сроки менял учебный диплом 3 механика на рабочий?Куда можно обратиться в Херсоне кто поможет с этим вопросом,чтоб без кидалова.Очень нужно.Сроки поджимают.Зарание спасибо.Админ опубликуй плиз&lt;br /&gt;&lt;br /&gt;&lt;/p&gt;","kherson,docs,fast_documents,диплом_механика,3_механик,3_rd_engineer,seaman_certificate,seaman_diploma,typical_seaman",1464092463
71111,205,Brake test,"&lt;p&gt;&lt;a href=&quot;http://vk.com/typical_seamen&quot;&gt;vk.com/typical_seamen&lt;/a&gt;&lt;br /&gt; Задача для старпомов и не только))&lt;br /&gt;Условия следующие: надо сделать brake test швартовных лебёдок, т е все посчитали и надо надовить джэком 109 kN, но досада, ведь у нас джэк с манометром в MPa and Bars!!! Вопрос: сколько MPa надо надовить, чтобы это соответствовало 109 kN???&lt;br /&gt;&lt;br /&gt;PS: Диаметр поршня джэка 8см.&lt;br /&gt;&lt;br /&gt;&lt;/p&gt;","whinch_brake_test,windlass,typical_seaman,задачка_для_моряков,questions",1464086968
71281,206,Африканская таможня,"&lt;p&gt;&lt;a href=&quot;http://vk.com/id43639495&quot;&gt;vk.com/id43639495&lt;/a&gt;&lt;br /&gt; Привет коллеги! Есть такой вопрос. Смену планируют в Африке,точнее Гвинея . Не первый контракт с ребятами, которые там остаются дальше работать и они попросили привезти из дому вкусняшек разных(витамины,горчица, семечек сырых,спортивное питание). Так вот. Как обстоят дела на Африканской таможне и при проверке в аэропорту. Спасибо за внимание.&lt;/p&gt;","таможня,typical_seaman,customs,custom_officer,багаж_моряка,sailor_baggage,baggage,африканская_таможня,affrican_customs,questions",1464179412
71391,213,Separator Mitsubishi Kakoki,"&lt;p&gt;&lt;a href=&quot;http://vk.com/id92404695&quot;&gt;vk.com/id92404695&lt;/a&gt;&lt;br /&gt; Доброго времени суток! &lt;br /&gt;Подскажите пожалуйста кто сталкивался с сепараторами &quot;Mitsubishi Kakoki Kaisha Ltd&quot;самоочищающися? У нас проблема с этим, недостаточно подпора воды для закрытия нижней чаши и поэтому соляра идет прямиком в sludge tk. и еще при этом продавливает воду через вал в картер. Все сальники, подшипники заменили, но проблема не исчезла.&lt;/p&gt;","Mitsubishi_Kakoki_Kaisha_Ltd,problem_with_cage,separator,sludge_tk,stuffing_box,bearing",1464287107
71385,214,Из портового работника в рейс,"&lt;p&gt;&lt;a href=&quot;http://vk.com/id29099413&quot;&gt;vk.com/id29099413&lt;/a&gt;&lt;br /&gt; Господа мореманы. У меня сложилась такая ситуация, что отработал на флоте довольно долго, с 2010 года работал помощником на танкерах от 100000, в 2014 решил уйти на берег, работать в порту. Сейчас хочу снова вернутся в море, но закончился диплом из-за бридж тима, экдиса и шлюпки плоты. Интересует вот что: появились какие-нибудь дополнительные сертификаты, курсы и как сейчас обстоят дела с уходом в рейс?? В прошлый раз почти год ждал судно. Заранее всем спасибо и семь футов под килем!&lt;/p&gt;","dolgiy_pereriv,obnovlenie_dokumentov,port_worker,maritime_documents,update_documents",1464272052
71111,216,Конфликт на судне,"&lt;p&gt;&lt;a href=&quot;http://vk.com/typical_seamen&quot;&gt;vk.com/typical_seamen&lt;/a&gt;&lt;br /&gt; Доброго времени суток всем!&lt;br /&gt;Я работаю мультиком на танкере в новошипе. По исчению 3 месяцев спокойной и не напряжной работы,начались конфликтные ситуации с боцманом,с которым у нас разница в мес ( по исчению контракта). Начались огромные объемы работы,которые при минимуме вспомогательных инструментов и иного инвентаря,затрачивают много времени и плохой результат. Что соответственно не нравилось боцману,который не стеснялся в использовании не нормативной лексики,принижения достоинства и особо острой угрозы,расправы на берегу.&lt;br /&gt;Кол.договора у нас судне нормального нету,и то неизвестно где он(тайна покрытая мраком). Так же стоит сказать,что его адекватность под вопросом,ибо его мнение единственное верное,угрозы немного притихли,ибо пригрозил ему что пожалуюсь капитану,но продолжаются по прежнему.&lt;br /&gt;В смсах еще не нашел,ответ.&lt;br /&gt;Есть ли руководящие документы по подобным ситуациям,прощу вашего совета.&lt;br /&gt;За ранее большое спасибо.&lt;br /&gt;Если можно анонимно.&lt;br /&gt;&lt;br /&gt;&lt;/p&gt;","conflict,конфликт_на_судне,conflict_on_the_ship,боцман,boatswain",1464254447
71111,217,Военкомат VS Рейс,"&lt;p&gt;&lt;a href=&quot;http://vk.com/typical_seamen&quot;&gt;vk.com/typical_seamen&lt;/a&gt;&lt;br /&gt; Ситуация следующая: ищет военкомат, говорят если не явится то подадут в розыск. Скоро в рейс. Как у нас с вылетом из Украины обстоят дела, что посоветуете?&lt;br /&gt;&lt;br /&gt;Всем здоровья,успехов в работе, попутного ветра!&lt;/p&gt;","военкомат,граница,customs,таможня,проблема_с_военкоматом,военкомат,армия,повестка,Украина,отправка_в_рейс",1464203131
70859,218,"Занятия английского, для моряков  (Одесса)","&lt;p&gt;Ребята,кто и где занимается английским в Одессе?)Общим или для моряков?)Хочу узнать ваши комментарии и отзывы о разных местах)&lt;/p&gt;","Английский,english,sailor_english,english_classes",1464291817
71399,219,Инвентарь SOPEP,"&lt;p&gt;&lt;a href=&quot;http://vk.com/id123561120&quot;&gt;vk.com/id123561120&lt;/a&gt;&lt;br /&gt; Ув. моряки, подскажите какой инвентарь должен быть в сопепе? и источник желательно где это могу посмотреть. Потомучто есть подозрения, что у нас га судне не правильный перечень. Спасибо, 7 футов&lt;br /&gt;&lt;br /&gt;&lt;/p&gt;","sopep,smpep_inventory,scroll_sopep",1464301029
25654,220,ПОсадка на судно,"&lt;p&gt;Ув собратья решил поделится своей проблемой.Отработал в греческой компании 2 контракта кадетом, возвращаюсь на тот же пароход на котором встретил стармеха с которым не сработался из - за его личной неприязни и чисто субъективного мнения. Во время рейса этот человек хотел списать меня но ему объяснили дед мол, он кадет ты чо совсем что ли? Сейчас я иду работать 4 механиком в старт, приходят письма от знакомого 3 его помощника мол дед передает тебе привет,чемоданы по прилету и не распаковывай.Вообщем я в шоке, меня уже подтвердили на судно, я вот думаю что делать,не хочется говоорить в крюинг с одной стороны,заставлять их сомневатся в своей компетентности а с другой стороны идти на судно тоже как то стрёмно так как я незнаю что мне может подготовить этот дед который попался по иронии судьбы на старте моей карьери угрожает еще до посадки. Уважамые мореманы поделитесь советом плиз. АНОН!!!!&lt;/p&gt;",Посадка_на_судно,1464304222
25654,221,Посадка на судно,"&lt;p&gt;Ув мореманы обращаюсь к вам за советом. Я отработал в греческой компании 2 контракта кадетом, сейчас возвращаюсь на судно в позиции 4 механика, получил промоушен.Когда работал второй контракт кадетом,был стармех с которым отношения не сложились и грозился списать из личной неприязни, я вообще ничего на судне плохого не сделал это чисто его субъективное мнение. Сейчас приходят &amp;nbsp;письма от третьего помощника который еще на судне,что он передает мне привет якобы чемоданы по приезду не распаковывай, подскажите что делать в данной ситуации? предупреждать крюинг с одной стороны не хочется, так как лишний раз заставить сомневатся их в моей компетенции, ну а на судно идти тоже стремно, так как я незнаю,что будет дальше поеду домой или останусь работать пусть и с нервами,второй вариант гораздо более приемлим и я готов на него пойти, стармеху остался сидеть один месяц пока я буду на судне,меня уже подтвердили,стармех и кэп знают что я приеду на судно. Подскажите что делать вв данной ситуации,поделитесь советом,вообще трудна ли сама процедура списания,так ли это легко?? вообще списать человека. &amp;nbsp; &amp;nbsp;Анон плиз&lt;/p&gt;","Посадка_на_судно,угрозы,дед,настроение_на_судне",1464304969
71388,222,С LPG на LNG (4 rd mechanic),"&lt;p&gt;&lt;a href=&quot;http://vk.com/fromm90&quot;&gt;vk.com/fromm90&lt;/a&gt;&lt;br /&gt; Доброго времени суток. Работаю 4 механиком на LPG газовозе, но хочется пересесть на LNG. &lt;br /&gt;Опыт работы примерно год. Насколько мне известно матрица у них одинаковая. Реально ли поменять &quot;зажигалку&quot; и получалось ли это у кого - нибудь?&lt;/p&gt;","LPG,LNG,gazovoz,kak_smenit_tip_sudna,gas_carrier,change_vessel",1464334764
71111,223,как проготовиться к швартовным операциям,&lt;p&gt;как проготовиться к швартовным операциям&lt;/p&gt;,швартовные,1464342417
70734,224,Пожарная безопасность,&lt;p&gt;Основые правила эвакуации с судна?&lt;/p&gt;,пожарнасудне,1464343192
39029,225,Пожар на судне,&lt;p&gt;Парвила эвакуации при пожаре&lt;/p&gt;,пожар_на_судне,1464343305
71418,226,"Работа на круизных лайнерах (официант, бортпроводник)","&lt;p&gt;&lt;a href=&quot;http://vk.com/id37051963&quot;&gt;vk.com/id37051963&lt;/a&gt;&lt;br /&gt; Здравствуйте, ребят) Нужна ваша помощь....Хочу уйти в рейс официантом, подруга - бортпроводником. Но, спросить совета по документам не у кого, к сожалению. Может кто то знает? Особенно по поводу сертификатов. Буду очень-очень признательна)&lt;/p&gt;","waiter,flight_attendant,работа_на_круизных_лайнерах,cruise_ship",1464349004
71437,227,Рабочий диплом (механик),"&lt;p&gt;&lt;a href=&quot;http://vk.com/ilya_kuncevich&quot;&gt;vk.com/ilya_kuncevich&lt;/a&gt;&lt;br /&gt; Столкнулся с такой ситуацией месяц назад закончил мореходку по профессии судомеханик , щас буду делать рабочий диплом на 2 года (т.к. пока что просто нет денег заново переучиться на все соласа) и вот о чем хотел спросить правда ли то ,что через 2 года когда я буду менять рабочий диплом по его истечению мне прийдется сдавать Дельта-тест ?&lt;br /&gt;И второй вопрос - для рабочего диплома мне нужно 8месяцев ценза,я их набрал но, 1 контракт был 3 месяца с ГД-646kw ,а второй 5 месяцев с ГД- 3650kw. Какой мне дадут рабочий диплом с ограничениями или без ?&lt;br /&gt;И на кого распространяется эти ограничения на все должности или на 2 и Стар. механика ?&lt;/p&gt;","dokumenty,rabochiy_diplom,delta_test,дельта_тест,chief_mechanic,chief",1464355208
71111,228,У нас компонейские правила 2 nearmiss per month для палубы.,"&lt;p&gt;&lt;a href=&quot;http://vk.com/typical_seamen&quot;&gt;vk.com/typical_seamen&lt;/a&gt;&lt;br /&gt; Уважаемые коллеги, прошу вашей помощи. У нас компонейские правила 2 nearmiss per month для палубы. И один с galley. С палубы еще можно придумать что-то. Но с камбуза уже все мысли закончились. Кто может поделиться, или на худой конец придумать что-то стоящее. Давайте вообще поделимся своими nearmiss. С палубы тоже приветствуется. Чтоб не сидеть придумывать.Заранее благодарен. Семь футов под килем.&lt;/p&gt;","nearmiss,monthly_papers,sms,galley,safety_regulations",1464362114
70287,229,Alpha Navigation,"&lt;p&gt;Работал ли кто-то в Одесской конторе Alpha Navigation?&lt;/p&gt;
&lt;p&gt;Что думаете о ней?&lt;/p&gt;","рейс,contract,crewing_info,alpha_navigation,odessa_crewing",1464373796
33789,230,STCW basic safety training,"&lt;p&gt;&lt;a href=&quot;http://vk.com/yuriygeorgiev&quot;&gt;vk.com/yuriygeorgiev&lt;/a&gt;&lt;br /&gt; Мир. Мореманы. Можно ли получить подобного рода &quot;подтверждение&quot; или справку как на фото на/в Украине для STCW Basic Safety Training (Safety Familiarization, Basic Training and Instruction for All Seafarers) ???&lt;br /&gt;&quot;Please see the attached, we need evidence similar to this.&quot;&lt;/p&gt;","Basic_Safety_Training,Safety_Familiarization,basic_safety,морские_сертификаты,maritime_certificates,морские_документы,maritime_documents",1464378353
71111,231,Покупки в рейсе,"&lt;p&gt;&lt;a href=&quot;http://vk.com/typical_seamen&quot;&gt;vk.com/typical_seamen&lt;/a&gt;&lt;br /&gt; Анонимно,пожалуйста)&lt;br /&gt;Привет всем)&lt;br /&gt;Впервые иду в рейс,плавательная практика от универа,2 курс закончил)&lt;br /&gt;Примерный маршрут приложил фотографией)&lt;br /&gt;&lt;br /&gt;Где на что полюбоваться во время стоянки в порту, если выйду, и в какой стране можно подешевле электронику приобрести?&lt;br /&gt;&lt;br /&gt;&lt;/p&gt;","shopping,best_prices,work_and_travel,cadet,first_contract,marine_purchases",1464430683
33604,232,Zenite Marine,&lt;p&gt;Кто уходил от крюинга зенит марин?поделитесь отзывами&lt;/p&gt;,"зенит_марин,crewing_info,crewing",1464446026
71495,233,Monkey fist,"&lt;p&gt;&lt;a href=&quot;http://vk.com/id151850746&quot;&gt;vk.com/id151850746&lt;/a&gt;&lt;br /&gt; Ребята, встретился с выражением &quot;monkey&#039;s fist&quot; в теме Швартовка, может кто пояснить что оно означает, буду очень благодарен. Админу добра и респект за такой паблик!!!&lt;br /&gt;&lt;br /&gt;&lt;/p&gt;","швартовка,mooring,monkey_fist",1464452509
71502,234,Работа на Chemical tanker (кадет),"&lt;p&gt;&lt;a href=&quot;http://vk.com/id130202203&quot;&gt;vk.com/id130202203&lt;/a&gt;&lt;br /&gt; Уважаемые моряки! Опишите пожалуйста работу на химовозе. Как себя вести, дабы избежать неприятностей, какие есть пункты, которые следует учитывать и брать во внимание. Я кадет, вторая практика. Спасибо.&lt;br /&gt;&lt;br /&gt;&lt;/p&gt;","chemical_tankers,stolt,first_contract,cadet,первый_рейс",1464441418
71505,235,Териориальные воды,&lt;p&gt;Где на судне можно посмотреть териториальные воды стран. Интересует официальный источник который обязателен на судне(т.е. есть на любом пароходе)&lt;/p&gt;,Териториальные_воды,1464493413
71515,236,Daihatsu 5DC-17,"&lt;p&gt;&lt;a href=&quot;http://vk.com/id92531188&quot;&gt;vk.com/id92531188&lt;/a&gt;&lt;br /&gt; Помогите плс, нужен мануал на Daihatsu 5DC-17.&lt;br /&gt;&lt;br /&gt;&lt;/p&gt;","Daihatsu_5DC,manual",1464525756
71518,237,Training record book,&lt;p&gt;&lt;a href=&quot;http://vk.com/id44038627&quot;&gt;vk.com/id44038627&lt;/a&gt;&lt;br /&gt; Может быть у кого-нибудь есть образец заполнения Training Record Book? Хэлп плиз!&lt;br /&gt;Админу добра=)&lt;br /&gt;&lt;br /&gt;&lt;/p&gt;,Training_Record_Book,1464547173
71111,238,Baltic Group International (BGI),"&lt;p&gt;&lt;a href=&quot;http://vk.com/typical_seamen&quot;&gt;vk.com/typical_seamen&lt;/a&gt;&lt;br /&gt; Доброго времени суток. Господа мореманы, позвонили с BGI и предложили пройти собеседование по скайпу. скажите, что обычно спрашивают? По должности и рабочему диплому - судоводитель, 3ПК. По опыту - или 3ПК, или матрос (кадет). Заранее спасибо. Анон если можно&lt;/p&gt;","BGI,crewing,отзывы_о_крюингах,baltic_group_international,crewing_info",1464555603
71536,239,Обязанности моториста 2 класса на Английском языке,"&lt;p&gt;У кого есть обязанности судового моториста 2 класса,напишите пожалуйта.Заранее благодарен.&lt;/p&gt;","обязаннности_моториста,моторист_2_класса,английский_для_моряков",1464562635
71586,240,Спорт и море,"&lt;p&gt;&lt;a href=&quot;http://vk.com/6string&quot;&gt;vk.com/6string&lt;/a&gt;&lt;br /&gt; &lt;br /&gt;Немного о спорте.&lt;br /&gt;Всем доброго времени суток)&lt;br /&gt;Скажите, а какие созданы условия на вашем судне для занятий спортом? Фото спорт-уголка приветствуется)&lt;br /&gt;А то одни говорят, что у них на судне только две гантели, а у другие говорят, что имели несколько неплохих тренажеров в комнате отдыха.&lt;br /&gt;Хочется узнать ситуацию в целом)&lt;/p&gt;","sport_na_sudne,kak_nakachtsa_v_reise,sport_and_sea,спорт_в_рейсе",1464620034
71111,241,ILC (Севастополь),&lt;p&gt;&lt;a href=&quot;http://vk.com/typical_seamen&quot;&gt;vk.com/typical_seamen&lt;/a&gt;&lt;br /&gt; Всем добрый день) Хотел поинтересоваться кто-то знает что-то про морскую компанию в Севастополе ILC? Предлагают рейс за круглую сумму. Хотел бы узнать они правда отправляют в рейс или развод. Помогите пожалуйста&lt;/p&gt;,"ILC,crewing,sevastopol,crewing_info",1464617933
71592,242, vk.com/id272873475 Ребята помогите завтра экзамен. 1вопрос пожалуйста.seacontact.com/Moldovan_161     ,&lt;i class=&quot;fa fa-vk bg-primary&quot; style=&quot;padding: 0.2em;&quot;&gt;&lt;/i&gt; &lt;a href=&quot;http://vk.com/id272873475&quot;&gt;vk.com/id272873475&lt;/a&gt;&lt;br /&gt; Ребята помогите завтра экзамен. 1вопрос пожалуйста.&lt;br&gt;seacontact.com/Moldovan_161&lt;br&gt;     ,"мппсс_72,мсс_65,priliv,krushenie,spasenie",1464634287
71594,243,ASAP marine,"&lt;p&gt;&lt;a href=&quot;http://vk.com/vit1342&quot;&gt;vk.com/vit1342&lt;/a&gt;&lt;br /&gt;Доброго времени суток. Ребята, подскажите пожалуйста, кто слышал о компании A.S.A.P. marine? В просторах интернета особо толковых отзывов не вижу. Может кто-то работал от них? Нужна любая инфа, т.к. предложили вакансию и хочется проверить, не кидалово ли . Заранее спасибо.&lt;/p&gt;","ASAP_marine,crewing,отзывы,crewing_info",1464643478
71627,244,"Maple 3 LPG настолько же ужасен по машине, как и по внешнему виду? Плиз, отпишитесь кто был последние пару лет на сём линкоре!!!","&lt;p&gt;Maple 3 LPG настолько же ужасен по машине, как и по внешнему виду? Плиз, отпишитесь кто был последние пару лет на сём линкоре!!!&lt;/p&gt;",LPG,1464696167
71111,245,Открытие своего крюинга,"&lt;p&gt;&lt;a href=&quot;http://vk.com/typical_seamen&quot;&gt;vk.com/typical_seamen&lt;/a&gt;&lt;br /&gt; Здравствуйте я из Грузии города Батуми , хочу открыть круинговую компанию помогите и подскожыте пожалуйста что и какие сертефикаты нужны ! Отдельно конечно хочу попросить владельцэв и директоров морских компаний если кого-та это заинтересовало давайте обсудим все интересуют любые мнения , заранее блогодорю за внимание!!&lt;br /&gt;&lt;br /&gt;&lt;/p&gt;","crewing,new_crewing,own_bussines,certificates",1464739655
71111,246,"Уход с судна, раньше завершения контракта","&lt;p&gt;&lt;a href=&quot;http://vk.com/typical_seamen&quot;&gt;vk.com/typical_seamen&lt;/a&gt;&lt;br /&gt; Подскажите что будет за самовольное оставления судна,собрал вещи и уехал домой ?&lt;br /&gt;&lt;br /&gt;&lt;/p&gt;","signoff,самовольный_уход,разрыв_контракта,contract,breach_contract",1464800316
71111,247,Фильмы в море,"&lt;p&gt;&lt;a href=&quot;http://vk.com/typical_seamen&quot;&gt;vk.com/typical_seamen&lt;/a&gt;&lt;br /&gt; Ребята, подскажите пожалуйста на каком сайте быстро и много фильмов скачать? А то завтра вечером улетаю, времени в обрез. Заранее спасибо!&lt;br /&gt;&lt;br /&gt;&lt;/p&gt;","movies,завтраврейс,киноврейс,entertainment",1464806893
71111,248,Работа матросом,"&lt;p&gt;&lt;a href=&quot;http://vk.com/typical_seamen&quot;&gt;vk.com/typical_seamen&lt;/a&gt;&lt;br /&gt; Уважаемые моряки дальнего плаванья, у меня очень деликатный вопрос. Я покупал УЛМ, и о работе матроса знаю только в общих чертах я конечно гуглю, но практики то нет, вот хотелось бы узнать не депортируют меня домой откуда нибудь из Зимбабве по причине инвалид на голову... и не будет ли предвзятого отношения на пароходе? Или можно подайти к боцману и сазать что я ни хера в этом не шарю и попрасить научит, не череватоли это?)))&lt;/p&gt;","sailor,deportation,collective_problems,boatswain,улм,bias,sailor_work",1464860751
71684,249,Совершенствованию технологии ремонта гребного вала (дипломная работа),"&lt;p&gt;&lt;a href=&quot;http://vk.com/id364284178&quot;&gt;vk.com/id364284178&lt;/a&gt;&lt;br /&gt; всем привет,такая проблема пишу дипломную по совершенствованию технологии ремонта гребного вала теплоход проекта 1743 на судоремонтном заводе ,времени до защиты осталось меньше месяца,может у кого есть инфа подкиньте по братски,чертежи и прочее,все будет полезно,вот только еще один момент у нас антиплагиат. админ пропусти,заранее спасибо&lt;/p&gt;","propeller_shaft,drawing,graduate_work,shipyard,helpful_information,antiplagiat,propeller_shaft",1464863962
71111,250,Проблемы с сепаратором,"&lt;p&gt;&lt;a href=&quot;http://vk.com/typical_seamen&quot;&gt;vk.com/typical_seamen&lt;/a&gt;&lt;br /&gt; Всем здравия и доброго времени суток! &lt;br /&gt;Ребята, извиняйте конечно, но это снова я со своим сепаратором. Заменили фрикционы, он начал работать в нормальном режиме. Радости нашей не было предела, но не тут-то было. 15мин работы, сброс в sludge и все, повторно не поднимает чашу. Гонит все прямиком в sludge. Разобрали, вроде все нормально. Опять запустили, 15 минут и все снова по тому же сценарию. Может кто заговор какой знает, или молитву на японском&lt;/p&gt;","separator,sludge,problem_with_separator,friction_clutch",1464890652
71725,251,Ошибка в имени (морские документы),"&lt;p&gt;&lt;a href=&quot;http://vk.com/etoor&quot;&gt;vk.com/etoor&lt;/a&gt;&lt;br /&gt; &lt;br /&gt;Приветствую моряки ! Такое дело...Значит сделал рабочий диплом механика,УЛМ и книжку моряка...В УЛМ,книжке и заграничном паспорте написали фамилию,не важно какую, но через букву I а в рабочем дипломе написали через букву Y... Как вы считаете нужно ли мне переделывать рабочий диплом? Или оставить так,все будет нормально...?&lt;/p&gt;","worker_diploma,улм,international_passport,mistake",1464963121
71111,252,Судно в аресте,"&lt;p&gt;&lt;a href=&quot;http://vk.com/typical_seamen&quot;&gt;vk.com/typical_seamen&lt;/a&gt;&lt;br /&gt; Доброго времени суток, я извиняюсь, мне нужна помощь моряков, ситуация вот в чем, я нахожусь шестой месяц на судне, жабодав, первые 4 мес контракта судно работало нон стопом, в начале апреля судно арестовали в турции, за долги прошлого оператора, два месца уже нахожусь в аресте зп получил толь за декабрь и январь. По договору с с!довладельцем контора берет на себя обязательства управления, ремонта и денежных выплат. Спустя месяц ареста списали деда и капитана и полностью выдали им всю задолженость по зп, через пару дней точно так же отправили основную часть экипажа, осталось 4- чел согласившиеся охранять судно и я с чифом, и с тех пор вот уже четвертую неделю как слушаем обещания от компании что завтра нас спишут, или что выдадут зп. Сегодня навели справки и оказалось что наш оператор банкрот, хотим написать в администрацию флага панамского но столкнулись с проблемой поиска контактов, может кто уже писал подскажите адресс электронки.&lt;/p&gt;","panamanian_flag,problem_with_wage,vessel_arest,captain,chief_engineer,bankrepurt",1464936206
